0.000000000000000000e+00 -2.702278041838539202e-02 -1.470705950448529184e-02 5.875835404429774651e-03 -1.441783098663932576e-03 -1.294418695036157188e-03 -8.718833890746259248e-05 -2.540553535477053405e-03 1.617380414792382321e-04 -1.403014232340059255e-03
1.000000000000000056e-01 3.829762610512789378e-02 -2.624364380404436287e-02 -7.945909302740833402e-02 -1.717017508844642659e-02 1.689872638565207905e-03 9.827079428116787529e-05 -6.425445354907861895e-03 -9.231260612246378408e-03 -9.324896885240017627e-03
2.000000000000000111e-01 1.271367173476464427e-02 -1.366296738506339037e-01 -8.721229761151414947e-03 -2.763414051340605526e-02 -2.281346986544931926e-02 -1.342438044305737342e-02 -1.200304496397452091e-02 -1.415751234915561471e-02 -1.447293541624666835e-02
3.000000000000000444e-01 -9.135522303441487302e-02 1.716512498782438167e-02 -2.644120563955227113e-02 1.955868199501581417e-02 -1.099821575923880419e-02 -1.364394202566732162e-02 -2.069301894827478214e-02 -1.840498365451722837e-02 -1.933701926970346138e-02
4.000000000000000222e-01 -1.243198584203231843e-01 -5.343104549599812791e-02 2.718696467768563427e-02 -7.440837353986620023e-03 -3.220843794423237233e-02 -1.451805356327918670e-02 -1.767015969791996613e-02 -2.230986613807387983e-02 -1.999888411064237176e-02
5.000000000000000000e-01 4.163762792537496066e-02 3.427691794554486859e-02 1.069249644689359777e-02 -2.217726319475713317e-02 -1.341380787202113914e-02 -2.238575493014746676e-02 -2.428880497710889791e-02 -1.859858625844594895e-02 -2.051700448326987392e-02
6.000000000000000888e-01 8.255980307306706734e-02 3.007796374041129400e-02 -6.879486968660586399e-02 -1.177391509576598654e-02 -1.661187879759958366e-02 -1.615146694190417245e-02 -2.402093008977212660e-02 -1.785215440211394139e-02 -1.588273821200718652e-02
7.000000000000000666e-01 2.083900765030186064e-02 8.952530685077120243e-02 -2.989694925176103815e-02 -1.966399323991827389e-02 -6.527204046690255820e-03 -3.108590664336417092e-03 -7.032015162161856826e-03 -1.407400307417249960e-02 -1.154312658642943704e-02
8.000000000000000444e-01 -1.770637401157283408e-01 -6.041199983156933517e-02 4.247586582073380884e-02 2.011288462729385676e-02 -1.391014636083511696e-02 -4.359624953640331077e-03 -6.596862552595023771e-04 -5.625222138196630389e-03 -4.949426909465372629e-03
9.000000000000000222e-01 -6.214353632178143405e-02 -1.029064878176383369e-02 -1.239005850902739556e-02 1.163137992402724086e-02 1.556011785002335904e-02 1.274105320852031605e-02 6.938302480095638949e-03 5.228878669503331418e-03 5.499078854936683206e-03
1.000000000000000000e+00 1.006977922563987993e-01 3.524490040886382736e-02 1.016815080480368977e-02 2.134161050864970960e-02 1.665967195919295513e-02 1.101105324893434517e-02 1.604948462675490420e-02 1.433045919296574433e-02 1.648778999537115972e-02
1.100000000000000089e+00 -9.443553320313498312e-02 9.454879782760924889e-03 -6.881406095132526490e-04 1.204700983356459670e-02 3.193639627999381864e-02 3.165889214545208191e-02 2.534013910578768181e-02 2.710378853919974407e-02 2.907888885224376926e-02
1.200000000000000178e+00 5.210680544411010195e-02 2.876740093197584919e-02 8.692686428264366494e-02 3.259335316725279347e-02 4.538608309373151628e-02 4.630236384083136203e-02 4.704722381772816903e-02 4.366997003627599155e-02 4.086149476061221031e-02
1.300000000000000044e+00 -1.339504961419726303e-01 3.172632148487346260e-02 4.119046065210292540e-02 4.668302661490335292e-02 8.268043203837310839e-02 6.203685718536523092e-02 5.151089436896287566e-02 5.602419205213027276e-02 5.424071210641894653e-02
1.400000000000000133e+00 9.574872127587163995e-02 4.384752471185413003e-02 7.420341257993917639e-02 1.076972578831234539e-01 6.558651215537988910e-02 7.046968764574544630e-02 7.489173727119594060e-02 7.152890963955237102e-02 7.205936312544430900e-02
1.500000000000000000e+00 1.077686036577850948e-01 8.406482367368767195e-03 8.007455140926443560e-02 8.435749152130800343e-02 7.685546957714638194e-02 8.339104865836721725e-02 8.654462714310152960e-02 8.597771153413560907e-02 8.616385943773234579e-02
1.600000000000000089e+00 1.861969408120690006e-01 7.986983391848159752e-02 1.264094714060080282e-01 9.724672206074952419e-02 9.320000445001049016e-02 9.328782144455809167e-02 1.017550121511683336e-01 1.000011961440275265e-01 1.030921675991214870e-01
1.700000000000000178e+00 5.934645668782857764e-02 1.375161975346011201e-01 1.788680173358169201e-01 1.224286158267686164e-01 1.310814582108677240e-01 1.228689644412122167e-01 1.157126657007779003e-01 1.219187725701618569e-01 1.179855808658795274e-01
1.800000000000000044e+00 2.877080263112450909e-01 9.762397998427282952e-02 1.067662612851926762e-01 1.555749734043864740e-01 1.201835570500123934e-01 1.265385568520610571e-01 1.359358687014049216e-01 1.302747504025453251e-01 1.310414562852597331e-01
1.900000000000000133e+00 -1.042167255714946394e-01 6.180579959916218669e-02 1.251588197943689640e-01 1.406682946809920953e-01 1.470921890606376181e-01 1.460059686798904910e-01 1.476755442453120959e-01 1.454535536931378659e-01 1.462382111311497090e-01
2.000000000000000000e+00 9.857969321218447434e-02 1.133158181824456545e-01 1.703985689047599061e-01 1.826919490542023849e-01 1.635017212482791915e-01 1.560830438569834611e-01 1.639895013569898363e-01 1.606614512620600232e-01 1.593546363314997383e-01
2.100000000000000089e+00 1.955727396095581216e-01 1.731965535743654194e-01 1.994438769257502464e-01 1.791510888984771122e-01 1.870097342291455467e-01 1.667089658679046515e-01 1.773630879748280265e-01 1.717426408059306575e-01 1.723835879537344851e-01
2.200000000000000178e+00 1.954304409770600270e-01 1.496737682205699638e-01 1.493241283471715142e-01 1.692038751314473288e-01 1.820751185825083829e-01 1.819424141432142705e-01 1.862295595596004383e-01 1.824695994145084654e-01 1.827752530015089583e-01
2.300000000000000266e+00 9.446201425835483445e-02 1.176202213217677761e-01 2.268311352803951408e-01 1.831651690253992826e-01 1.902039659829977691e-01 2.042089197053126859e-01 1.970013163305247006e-01 1.929083746126288301e-01 1.937729790343767911e-01
2.400000000000000355e+00 3.323959795555881946e-01 8.979163034566310653e-02 1.964448145598946260e-01 1.767286556998496627e-01 1.936296398056435719e-01 2.090259588157635517e-01 2.045815715780709421e-01 2.012673430892301940e-01 2.015820960783185900e-01
2.500000000000000000e+00 4.351986405856658191e-01 2.715265711783710900e-01 2.258366815216933110e-01 2.111219812810291585e-01 2.028850504559180090e-01 2.057161162817979227e-01 2.053522927940492349e-01 2.066036464389433280e-01 2.059678922551672065e-01
2.600000000000000089e+00 2.939867654465458391e-01 1.477766489438894215e-01 2.374170120166327336e-01 2.003723976216593150e-01 2.128614634047386878e-01 2.057051807228280349e-01 2.139171015398465270e-01 2.099811542118779628e-01 2.108909680964053956e-01
2.700000000000000178e+00 1.811303739005626634e-01 2.036606480375013906e-01 2.052281146013573421e-01 1.762852083426568184e-01 2.123447539080045854e-01 2.106173523639410794e-01 2.059379344771941900e-01 2.082444129502671881e-01 2.106448175955251689e-01
2.800000000000000266e+00 3.826885559557031691e-01 2.539301971350761411e-01 2.074406692415694253e-01 2.250332151319024421e-01 2.049439418373294186e-01 2.027615474204836898e-01 2.076138934145699833e-01 2.104284040738104711e-01 2.054280094149728286e-01
2.900000000000000355e+00 1.488230380918980633e-01 3.599470119498676679e-02 1.851503022354922534e-01 1.796217824816444819e-01 2.017464691702735569e-01 1.920465241849401428e-01 2.010768834745642608e-01 2.063857610460007319e-01 2.019436540229039012e-01
3.000000000000000000e+00 8.263981272172625514e-02 2.219632055691294348e-01 2.058149834222636199e-01 2.157247888669892588e-01 2.026993524946477665e-01 1.995949422975689946e-01 1.949169498360981967e-01 1.956890835266577311e-01 1.965048740684449957e-01
3.100000000000000089e+00 -9.754200415310321226e-02 2.954994480477639573e-01 1.918657907933913609e-01 1.745004918548841433e-01 1.921679142196784096e-01 1.798164888257400285e-01 1.861030675723736871e-01 1.874122804934145181e-01 1.862939223966143532e-01
3.200000000000000178e+00 1.858315559461562183e-01 2.158168789747705874e-01 1.001101495625982829e-01 2.028015977846210627e-01 1.638831619888349578e-01 1.616694715177823816e-01 1.675916626305219426e-01 1.708663717161872653e-01 1.737998185694294428e-01
3.300000000000000266e+00 3.300782840275329200e-02 1.874686965011254647e-01 1.757674858739801116e-01 1.805592305283371113e-01 1.574452623162587439e-01 1.595660769315964400e-01 1.535006570185794283e-01 1.587160199134514116e-01 1.547967345893257463e-01
3.400000000000000355e+00 1.285706547563444380e-01 1.036893159442262013e-01 1.380981332134635087e-01 1.022621281024691242e-01 1.126849370233956038e-01 1.313162254587952882e-01 1.364009322731148943e-01 1.375117573946394445e-01 1.360396357296604908e-01
3.500000000000000000e+00 2.011138163539548662e-01 4.980748508847748779e-02 1.003641247000308934e-01 1.049043228090766472e-01 1.199069693438180595e-01 1.023292901618774176e-01 1.126478325294994060e-01 1.130635342857628650e-01 1.145534700876610912e-01
3.600000000000000089e+00 1.255102234642990477e-01 6.212139777732443580e-02 5.567282347256038294e-02 1.019627644974129554e-01 7.626563117853814300e-02 9.299090622295089203e-02 8.769292880283184599e-02 8.960262924027846687e-02 8.780106807660532919e-02
3.700000000000000178e+00 4.488995381617938429e-02 4.829763685748733604e-02 1.410123043752255223e-02 6.603716157167592582e-02 7.383811055410860469e-02 5.812378116013061646e-02 5.688268970460873264e-02 5.968349326783873449e-02 6.129598686897009402e-02
3.800000000000000266e+00 2.547350782687433229e-02 -3.059847404255817971e-02 2.454828318053920572e-02 2.292842693829765660e-02 1.809654177092799229e-02 3.015279810501360347e-02 3.074079799087628406e-02 3.271936337988766430e-02 3.187197315690831756e-02
3.900000000000000355e+00 1.486803775901236468e-01 -7.428545533758927621e-02 -1.591481119058552399e-02 1.884894019193878063e-03 1.219140742362213869e-03 -1.924134989049326684e-03 -3.082605421159318338e-03 -4.606574293774094025e-03 -2.809332487913337659e-03
4.000000000000000000e+00 -6.643050691335396218e-02 -7.846516027359810852e-02 -2.919352017570529118e-02 -3.498012676810594024e-02 -3.480452855820755087e-02 -4.071963348054586512e-02 -3.379011706222943834e-02 -3.657635332803512579e-02 -3.752345234410419533e-02
4.100000000000000533e+00 2.146626622967129361e-02 -6.472082739573614685e-02 -7.698067414885161053e-02 -9.928002147550069045e-02 -7.677947602447494913e-02 -7.496821709330113437e-02 -7.658695925585187747e-02 -7.504688269626669239e-02 -7.506958770108410062e-02
4.200000000000000178e+00 -1.217370791387134693e-01 -1.532917904728407221e-01 -1.046849861088874345e-01 -1.124674976474097643e-01 -1.122626490869145649e-01 -1.172524057798741415e-01 -1.184130025256429769e-01 -1.148578504271009770e-01 -1.153942491108589236e-01
4.299999999999999822e+00 -1.065205692633393875e-01 -9.487728691195554398e-02 -1.510220715866703867e-01 -1.449819507714175948e-01 -1.663904970868022026e-01 -1.489577971745965346e-01 -1.534839788936923910e-01 -1.549305323251547184e-01 -1.563431036531665597e-01
4.400000000000000355e+00 -1.800260950675571514e-01 -1.949686423164527227e-01 -2.376927678835682733e-01 -2.057675643374396734e-01 -2.155150978606764078e-01 -2.088004036030440824e-01 -2.023414422170637939e-01 -2.018909863696271012e-01 -1.996869339149495715e-01
4.500000000000000000e+00 -1.937278918162034236e-01 -2.665165947448676631e-01 -2.724635670049613823e-01 -2.299119689176118142e-01 -2.381162104614984731e-01 -2.446255088803848676e-01 -2.460774034859073978e-01 -2.438291712018227919e-01 -2.455899723309516169e-01
